Author,Title,Review,Rating,Dates,Restaurant
"AFAK25Jeddah, Saudi Arabia",Flavourful mandi and maqluba,"We had the lamb maqluba, lamb mandi, chicken shawarma and chicken shawarma.The rice dishes were full of flavour. It has been quite some time since I had Arabic rice dishes packed with flavour. Just wished the portion was bigger for that price.The shawarma was ok.Show less",4,Reviewed 8 June 2019 ,Mozer's
Hi-BeautifulLife-,Nice food!,"This was recommended by my senior manager. After so many years, their food still never dissappointed me.",4,Reviewed 5 June 2019 ,Mozer's
Yahia X,Family friendly,The place is clean and the staff are friendly. The food is quite pricey but all in all it was a calm setting to kick back and relax while enjoying a cup of tea after a great meal.,4,Reviewed 4 June 2019 ,Mozer's
emiabdullah,No fan for outside customers!,"Food is ok, price is reasonable. Service is quite slow. But no fan in hot Msian weather is just unacceptable! Asked to relocate, but was told it was full house instead of many empty tables I saw even after our dinner. Thumbs down!",2,Reviewed 26 May 2019 ,Mozer's
"lovyienaShah Alam, Malaysia",Authentic arab cuisine,Suitable for those who love Arab cuisine and would like to try one. I was here to try and got new experience tasting Arab food. Price is reasonable. Service is okay. Parking available. There was a mini playground at the corner of the restaurant which can make kids occupied. Cozy environment.Show less,4,Reviewed 17 April 2019 ,Mozer's
WH W,very nice arabic food,"one of the best of its kind.However if you compare it with As-sabaq, As-sabaq is still no.1.My kids love the churos though",4,Reviewed 13 February 2019 ,Mozer's
leenlemon,SEDAP! (Delicious!),"cozy restaurant, clean and polite staff. Food was tasty and generous. Reasonably priced. Lamb Hummus and Lamb Mandy was very good.",4,Reviewed 16 January 2019 ,Mozer's
Razali O,Tasty middle east cuisine,Moser’s serve authentic middle east cuisine at a reasonable price. Authentic taste make it one of my family's favourite restaurant.,5,Reviewed 12 December 2018 ,Mozer's
kenkeh,Revisited ,"Middle eastern Restaurant or Syrian restaurant, love the fresh toasty flat bread with hummus , service was fast and good , ambience was nice and Cosy , the kebab lamb rice was tasty too .. thumbs up 👍🏻",4,Reviewed 6 October 2018 ,Mozer's
firdaus j,Great Middle Eastern cuisine,Good taste and reasonable price. The portion is also just sufficient for ordinary Malaysians. Service is a bit slow.,4,Reviewed 3 October 2018 ,Mozer's
zaijaafar,Great Food and Value for money,Multi choices of food. We had the eastern food and it was delicious. The portion is very generous too.,4,Reviewed 12 July 2018 ,Mozer's
"vidyamenonKuala Lumpur, Malaysia",Don't bother!,"Decided to give Mozer's a try because of its ratings but i was utterly disappointed.Firstly,i hate it when someone takes my orders without noting it down...because when you order more than one item,they will eventually mix it up/forget...and thats exactly what happened to me.My husbands food arrived first.Mine came after my husband was done with his and they forgot another item we had to remind them twice.Write it down for gods sake...Taste wise, i would rate it a 2.5-3.0...considering ive lived in the middle east and ive had better arabic food in other restaurants here in Malaysia.Would i go back? Nope...sorry Mozer's...buck up!Show less",3,Reviewed 24 June 2018 ,Mozer's
wanjo1965,You will always come back to this restaurant,I always bring my family to this restaurant for birthday celebration. The food is so good that will make you want to come again to try the other menu.,5,Reviewed 18 June 2018 ,Mozer's
"JamesKMTanPetaling Jaya, Malaysia",Good,"We found this restaurant while looking for Ombak seafood. Ordered the mixed grill platter and salad. The taste was average. It had 2 pieces of grilled chicken beef mutton and prawns which were a tad burnt and too salty. It came with 4 slices of thin Syrian bread. The salad was average but the sauce was nice.Toilets were at the back of the restaurant in another building. Deco was very middle Eastern. The tomato and chilli sauce bottles were dirty and past the expiry date. When we mentioned it to the waiters, they just took it and put back on the tray. Disgusting. Show less",2,Reviewed 17 June 2018 ,Mozer's
Nurhayatie A,Mozer's,Highly recommended for who hunting for best Syrian & Arabic food. The scenery & spacious restaurant after renovation makes me will be here 2 or 3 times monthly. Seriously delicious. Variety of healthy menu also provided.,5,Reviewed 7 May 2018 ,Mozer's
Lollalolly,will definitely visit again,i love the lamb makhlouba...the mushroom soup is one of the best ive tasted...most foods here are served in big portions..,4,Reviewed 30 March 2018 ,Mozer's
"Emily KKuala Lumpur, Malaysia",Good dinner out,"This is a middle eastern restaurant. Clean and fast service. The food was of a good quality. A place to get a decent meal at a decent price. No fuss. Churros for dessert is recommended. When we were there, they had a promo for a free serving of churros if diners were to put aside their mobile phones for the entire meal. We did and the kids get to enjoy an extra serving of churros ! Thanks, Mozer.Show less",4,Reviewed 24 March 2018 ,Mozer's
"nickmniSeremban, Malaysia",Kebab is one of the best in Selangor,"I only come here for 2 dishes/itemIts Kebab and Churros as there are the only two items I like about middle eastern food. To be fair, am sure the other dishes are great too but I personally have not tried and cant comment on them.. Overall , I believe this place have loyal patron following coz of its dishes .. For this ewho haven't tried, it worth making the trip here and make your own decision ..Show less",4,Reviewed 18 March 2018 ,Mozer's
anto n,Superb arabian food,"Trully great food with strong but not overpowering spices, super tender meat but still tasty. One of the best i tried anywhere. One of the gem in Kuala Lumpur",5,Reviewed 11 March 2018 ,Mozer's
Mcjester,Nice authentic Syrian cuisine restaurant,Their rice dishes like the Lamb Mandi is very nice.infact everything isgood on their menu.dont forget the mint tea too,4,Reviewed 5 February 2018 ,Mozer's
"NickO764Towcester, United Kingdom",Great quality Syrian food at a reasonable price ,Visited this neighbourhood restaurant with some business colleagues for lunch.The range of food in the menu is impressive and you can see a chicken and lamb kebab being cooked at the front of the restaurant.I can recommend the kebab services in a grilled wrap and the main course lamb and rice.Great quick service at a low price - recommend a visit!While there why not try an excellent Turkish coffee - photo attached.Show less,4,Reviewed 28 September 2017 ,Mozer's
Jennychong,Dinner,A nice and cozy place to dine. The food is delicious and the owner and stuff are friendly. I love their lamb kebabs,4,Reviewed 7 September 2017 ,Mozer's
Airiena,Good food with reasonable price,"Mozer's has a wide array of middle-eastern cuisine mostly from Syria. Besides, it has selected western dishes as other options.  In brief, Mozer's offers reasonable price, satisfactory quality, delicious food and good customer service. Thumbs up!",4,Reviewed 6 September 2017 ,Mozer's
Jonathan H,Deliously cheap Arabic food ,"Big portion, cheap and delicious Arabic food.. Maglouba is a must try.. Place is large enough to hold gatherings",5,Reviewed 21 August 2017 ,Mozer's
71qamarw,We love mozer's,"We have been to mozers from the time they started in bukit Jelutong. My family loves lamb shawarma, arayez, kebab and the chicken kashkash. I love the yoghurt salad and the hummus... and the lemon nana or mint.. and the Arabic tea. I think the rice at Hydramawt in Glenmarie is better! And without fail, we don't miss the churros! The best so far in Klang Valley ! It's my neighbourhood restaurant and the quality and service have been maintained. And great value for money! Highly recommended!!Show less",5,Reviewed 14 July 2017 ,Mozer's
"annoireShah Alam, Malaysia",Cosy ambience with tasty syrian food,"my fav here arw always their kabsah lamb and salads! It is a perfect place for a family and friends. Food are tasty, reasonably priced and you can rely on their service too. Never a dissapointment . Stimes you need to make a reservation because this is a popular eatery place in Bkt Jelutong!Show less",5,Reviewed 21 June 2017 ,Mozer's
JZP2016,Lunch,Good Arab / Mediterranean food and price is pretty reasonable. Both the kebab and the lamb  mandy  were tasty.,4,Reviewed 22 April 2017 ,Mozer's
aishah a,Value for money Arab food.,A lot choice from Arab food to basic western. Delicious and tasty with reasonable price. Friendly staff. Easy parking. The restaurant deco artwork is impressive and awesome.,5,Reviewed 11 April 2017 ,Mozer's
"The_Traveler010710Shah Alam, Malaysia",Delicious Arab Food In Residential Area!,"It's our first time to this restaurant for lunch after both hearing & reading the good review. We would that the food was good, delicious & fresh. We ordered the lamb, chicken, pumpkin soup, eggplant and Arab tea. All tasted very delicious & fresh. The both meat is very tender. We will definitely come to this restaurant again to try other food! Show less",4,Reviewed 9 April 2017 ,Mozer's
Rahi K,Tasty Arab food,I was alittle reluctant to try but actually enjoyed the food. The shawarmas were tasty along with the salad and chips. Friendly environment but quite hot indoors. Overall left full and satisfied with choice of restarant!,4,Reviewed 7 April 2017 ,Mozer's
"Lovefood786Birmingham, United Kingdom",Ok if you're new to Arab food ,"The lamb and chicken shawarmas were laid out amongst a well decorated plate of salad and sauces but still well below the standards of shawarmas sold in the Middle East and elsewhere, the shish kebab was ok as was the humous. However the the overall dining experience was very average. We were sat indoors and although there were several AC units hanging from the ceilings the room was uncomfortable stuffy. The meat portion sizes for the lamb and chicken shawarma 'platters' were much smaller then expected. In other countries a platter is a platter, here the platter was much less than a plate. The 'Mozer's salad' was drenched in vinegarette and the 'Brownie a la mode' was of a very low quality. I think I'll continue my search for an amazing shawarma in MalaysiaShow less",3,Reviewed 3 April 2017 ,Mozer's
adidayangamri,MOzers,"The atmosphere is relaxing and ppl friendly!! Food was delicious and loads of choices 
good for family and business",3,Reviewed 15 February 2017 ,Mozer's
kamal2015,One of the better restoran for Arabic food,Interesting place for small gathering (about 25/30 people) or family dinner on Arabic type food. Have good selection and reasonably priced. Location wise in Bukit Julutong reachable and with plenty car parks.,4,Reviewed 15 February 2017 ,Mozer's
NizranN1,Overpriced & broken Aircond ,"We were family of 3 adults and was seated inside. Paid about RM120. Paid RM40 per person for a hot and stuffy dining experience. It's like eating in a market. When told the owner/cashier, she did not even bother to apologise. Arrogantly rolled her eyes and gave excuses. Overall, food is average. Don't know what's the big deal with this place. There are better middle eastern restaurants in town. Show less",1,Reviewed 22 January 2017 ,Mozer's
Aisyah S,"Delicious, dine in comfort","A wide variety of choices. I have been here a few times and the food has never failed to disappoint. The staff are friendly, too. Nice ambience.",4,Reviewed 21 January 2017 ,Mozer's
Shah H,For a quick dinner,Good menu spread but not enough waiters and tend to be too loud and not comfy as the tables are too close to each other and its a family favorite so lots of kids running and shouting. Good food but not a relaxing place to be..havoc if you dont mind then go aheadShow less,4,Reviewed 19 January 2017 ,Mozer's
AhamadEmran,Good food!,Middle eastern food at medium price range. Nice friendly environment and very neighbourhood-ly.  One of the best kebab I've tasted.,4,Reviewed 17 January 2017 ,Mozer's
"jazs_jzShah Alam, Malaysia",Good food,"Food is nice. Loved the churros - 4 thick churros with 2 dips (choc and caramel) at RM7 (exclude GST). Service is good too. I visited the one in Bukit Jelutong. There are 3 areas to dine - outside, inside with fan and inside with air cond. Show less",4,Reviewed 7 January 2017 ,Mozer's
Azizah75,Nice place to eat :),nice simple decor and fast service. have been to this place for churros and maqlubah rice.  start the meal with hummus.  very addicting.  will come again in future to try different menu.  highly recommended.  have famous dessert ie baklava..,4,Reviewed 22 December 2016 ,Mozer's
ProVacationeer_Mum,Food is great,Was there for couple of times & never fail to deliver an awesome serving.  Will definitely come back.,4,Reviewed 21 December 2016 ,Mozer's
"IsamRKuala Lumpur, Malaysia",Used to be better!,I used to come to this restaurant few times a year especially in Ramadan when they have open buffet.I'm sad to say that the quality of food used to be better. It used to be authentic Mediterranean Cuisine but not anymore. Food is still ok and relatively not expensive but we are now looking for better alternatives because it's not our favorite restaurant anymore. Food is spicy and shawarma is not available anymore in the buffet.Show less,3,Reviewed 28 June 2016 ,Mozer's
"kenkehSubang Jaya, Malaysia",My gf birthday dinner ,"I was invited to this restaurant by my gf who is staying around this location . It's Arab food restaurant . And it's Ramadan month of fasting for the Muslim so there's buffet spread during this time of the month which cost rm50 per adult and rm35 for children . We didn't take the buffet , we ordered the Ala carte dishes . We had the lentil soup , lamb rice , humus and Arab bread , churros and baklava for dessert . Service was good and fast . Show less",4,Reviewed 12 June 2016 ,Mozer's
"ciktravelistaShah Alam, Malaysia","good food, comfort place to chill out","we tried chicken and lamb shwarma. they are delicious. the taste is light, suitable for those who crave for light snacks. then we ordered churros, so yummy. one of the best churros in shah alam. no wonder people recommend this place for middle eastern menu. however, they also serve fish and chips. and cakes too! go and try :)Show less",4,Reviewed 6 June 2016 ,Mozer's
LovelySR,Just to try out something in the surrounding.,Slightly hard to find as it was dark in the surrounding. Food was delicious and price was reasonable with great portion size.,4,Reviewed 23 May 2016 ,Mozer's
shafrizah s,my son birthday party ,5 star for mozers...birthday party went well...very smooth birthday arrangements...service was fast...friendly staff...the place is cosy and comfortable and the most important thing the food is fantastic!,5,Reviewed 22 May 2016 ,Mozer's
Unku S,Affordable Syrian Food.,The service fast and good. Salad Lamb is my favorite! Recommended. Nice decoration and suitable for family and business.,4,Reviewed 15 May 2016 ,Mozer's
ThomasAker,Excellent Middle Eastern Food,"Well worth a visit,  has excellent food for reasonable prices. Good service although a bit off the beaten track.",4,Reviewed 25 April 2016 ,Mozer's
Abdoool,Great food ,"The food is amazing, it is as authentic as Syrian food can get in Malaysia. Nice atmosphere and spacious place.",5,Reviewed 17 April 2016 ,Mozer's
"boocik04Kuala Lumpur, Malaysia",Tasty and Affordable Middle Eastern Food,"I am not really a fan of middle eastern food but I guess this restaurant has its own fan base where it opened a new branch just recently. I remembered when it was a small restaurant with regulars coming in for food and shisha... The food I ate was tasty but as I said earlier, I am not a fan of middle eastern food. Great ambience for friends or family dinner gathering where all you do is eat, talk and hang out. Show less",3,Reviewed 15 April 2016 ,Mozer's
Muhammad  F,Delicious food,Good place to hang on with friends and nice waiter. Verry good explanation and suggest a nice food. Price also still on budgets and quantity of food is bigger than you expected.,5,Reviewed 23 March 2016 ,Mozer's
Matthew L,Good & quick,Good place for a quick lunch.  quality of food and service good a well as portion size. Parking normally not a problem,4,Reviewed 14 January 2016 ,Mozer's
Laksamana A,Middle eas cuisene,First time i know this name i dont know what is IT. When i go to place. Very nice place and food. But this place not for budget perplexing. Not cheap price but must try any menu. Very good taste and delicious .,5,Reviewed 5 January 2016 ,Mozer's
pinGieO,Awesome arabic food,"Perfect for family dinners.
Amazing selection of arabic food with great quality.
Food is delicious and highly recommended",5,Reviewed 1 January 2016 ,Mozer's
"Mahadi8488Shah Alam, Malaysia","Anytime, all the time","When this restaurant opened a while back, we didn't give much thought into it. Just another middle eastern joint. However, our first visit was followed by many others, and joined by more of our family and extended family members and friends.We like the authenticity, the service, the location (slight bias here, but hey... we support good business, especially in our own backyard :))Show less",5,Reviewed 18 December 2015 ,Mozer's
"pianocelloShah Alam, Malaysia",Syrian food ,"Compared with some of the other neighbourhoods in the Klang Valley, Bukit Jelutong is a bit of a desert when looking for food. It was therefore a surprise to find this restaurant. Depending on the time of the day, there 's decent parking. Decor is nice and service was satisfactory. Eating Middle Eastern food in Bukit Bintang will cost a bomb but despite this being in a wealthy suburb, prices are reasonable and there is a wide variety. Show less",4,Reviewed 5 November 2015 ,Mozer's
"FatinoaVivatinShah Alam, Malaysia",I need a dose of Mozer's at least once a month!,"1. Authentic Syrian food with very friendly lady owner. 2. Variation of menu to order from (limited to arab food of course!) I love the makhloba lamb, mixed grill and Mozer's pasta.3. Try the churros and the homemade cakes as dessert..4. Assortment of tea and vimto as thirst quencher!Show less",5,Reviewed 15 October 2015 ,Mozer's
"Agnes LKuala Lumpur, Malaysia",Good Syrian Food Reasonable Price,"Always love going there. Reasonable pricing and excellent food, we always go for the few items on the menu without fail.The hommous is one of the best I'd tasted.The Shawarma sandwich extremely delicious, and flavourful especially with their lemon garlic sauce.The Shawarma with rice is also one of our favourite, generous serving, so it's good when we're extremely hungry.Their lemon nana is also extremely refreshing, with heaps of mint.This is one of the family's favourite restaurant, and the great thing is it doesn't burn a hole in the pocket when we dine there.Show less",5,Reviewed 25 September 2015 ,Mozer's
Fahimur R,owo so nice n awesome food in mozers,"today i have lunch in mozrs with my family we order lamb shank its so nice n nice,n we have mozers salad hommos. tabolah salad mix grill makluba rice with lamb beef cube chicken cupsicum with bread this food its so nice n healthy i feel happy n enjoyfulllllllll n also we have fresh juices there juices is really nice n natural emmmmmm feeling so goooooooodddddddShow less",5,Reviewed 21 September 2015 ,Mozer's
Md. S,Good owner best food nice service.,Hi.......last night i has dinner in mozers.there is everything is awesomeeeeeeeeeeeeeee.i eat arayes lamb and chs...veryyy nice there chess cake .....mozers service is very first...and mozers boss  i forget his name .very very nice man and talk like friendlly..mozers everythink is good...thank u mozers.....,5,Reviewed 21 September 2015 ,Mozer's
Md R,Number one mozer's,"Ooooommmmmm soooo nice food in mozers have grill fish' lamb shank ,chickeh wings.specially shawarma and churros......i like also lemon nana  ..too much  i like mozers food .....i invite my all friends to try mozers food....thanks mozers...........may allah bless u...",5,Reviewed 15 August 2015 ,Mozer's
On_Coffeebreaks,'The' place to be!,Wonderful hostess! Should try anything on their menu - delish! Best churros in town by far! Ask for their specials everytime! Cuz if you never ask you never know...,5,Reviewed 22 April 2015 ,Mozer's
willchan11,Unfriendly dirty,"Walked in with 3 kids , dirty tables. Lady was just playing with her phone. No service. Walked out in 5 minutes",1,Reviewed 19 April 2015 ,Mozer's
adilahr,Good Food,"A variety of menu to choose from, cozy place, good service, delicious food and pretty cheap too. Great for dining with family, they have seats in and outside of the restaurant to suit your preference.",4,Reviewed 18 April 2015 ,Mozer's
MD G,Only fresh & teste food in mozer's...,Today first time i eat mozer's food.everything is nice...... 1:motaball with arabic bread...(egg plant)the test very nice. 2:fetush salad.....on top fried bread so crispy .......... 3:i enjoy the mozer's mushroom soup.......veryyyyy fresh... 4:beef sharhat with some fried vegge its very juicy the test just awesomeeeeeeeeeeeee. 5:drinks honeydew orange when i drinking i feel refresh my body...... Thanks to mozer's ......Show less,5,Reviewed 2 April 2015 ,Mozer's
Jamir U,jamir,mozers food is very healthy.mozers have so many food.I very like lamb shank with bread.so I invite my another friends come to mozers and try the food mozers.,5,Reviewed 31 March 2015 ,Mozer's
Mohammod J,Md jashem,"Wow so nice food n all the cakes also the churrose .its really nice .i like to be at Mozers when I feel hungry.bcoz there have so nice lam shank .beef sharhat lot of grills n lot of nice fresh salad .if i want to have all the food .i have to be Mozers all the time for my lunch n dinner .bcoz When I open the menu I can see the nice,yammi n juicy foods,salads,drinks ,cakes,shawarma nnnnnn churroseeeeeeee i feel I want to eat all together .....,..Show less",5,Reviewed 30 March 2015 ,Mozer's
himeld2015,Veryyyyyy good food in mozer's. Awesome... ,Mozer's lamb shank is very nice. Also the shawarma is best in town. Mozer's churros..... Supper. They call it fatayer it's like to pizza....,5,Reviewed 30 March 2015 ,Mozer's
naenawawi,Weekend Lunch,good selection of food with reasonable price and yummy churros. But be prepared to sweat throughout your meal as the place is not fully airconditioned.,4,Reviewed 17 March 2015 ,Mozer's
Samfrula_2011,A taste of different arabic food,Mozers offer quite different type of arabic dishes not normally sold in most arabic restaurant. Try out,4,Reviewed 17 March 2015 ,Mozer's
ghaithm37,The best Restaurant ever in Malaysia,"I wanted to follow up to tell you that our dinner Tuesday night was fabulous and every detail was taken care of , and I would like to make sure the manager personally praises our server, who was so nice, fast and helpful. Orders were taken quicky and efficiently, and our food came really quickly as well. I will definitely recommned you guys for anyone looking for an amazing arabic food ,group event, wanting a great place with good service and awesome food for a night out. Thank you so much for all of your help.Show less",5,Reviewed 13 March 2015 ,Mozer's
"BoutiqueTraveller06Shah Alam, Malaysia",Fantastic!,"My all-time favorite Arabic (Syrian) infused with Mediterranean touch eatery.Syrian salad is a MUST.....shawarmas, mendhi rice are delicious and always consistent in quality.A good variety of desserts eg churros, baklavas & rice pudding to end yr meals.Recommended for family & friends gatherings anytime of day.Good value.Show less",4,Reviewed 11 March 2014 ,Mozer's
AbdKareem,Love their syrian dishez,Recommendable for something different than the usual arabic foods. This outlet has the advantage of being at a good location,4,Reviewed 11 January 2014 ,Mozer's
ShaifulKLMalaysia,"Great food, good price, not too comfy",We patronize this place regularly since it's just 5mins away from our home. The food is authentic and I think prepared by Syrian chef! The price is really good even compared to local malay restaurant. I only wish the make the place more comfortable especially from the heat coming from the kitchen. It's worse if the weather is hot. You can get the table by the road side if you can. Overall it is still a convenient place for us to have middle eastern food. Should try the chouros!Show less,4,Reviewed 9 January 2014 ,Mozer's
shahirai,Cheap.,I went there with friends for dinner. All i can say is good service. Good and affordable food. Worth a try!,4,Reviewed 8 January 2014 ,Mozer's
Nur M,Sooooo nice.... yum yum yummmmm!!!!,The best arabic foods.... i love it... a nice place to go with family... for sure u will find the truth of arabic foods...,5,Reviewed 31 December 2013 ,Mozer's
"dw300Singapore, Singapore",Excellent,"We went here whilst on holiday in Malaysia, having found it via Trip Advisor.It has very good service in a relaxed environment.We had lentil soup, mushroom soup and arabic salad, all of which had been made that day by the owner.The owners and staff are very friendly and the food was fantastic.Show less",5,Reviewed 10 November 2013 ,Mozer's
On_Coffeebreaks,Arab food is dead........NOT!!,Mozer's is like a George Clooney in the food industry. Awesome! Exquisite! Irresistible! Mozerlicious!!! I am not kidding!!!,5,Reviewed 9 November 2013 ,Mozer's
Emma I,Awesome middle east restaurant,"The food are awesome.  The owner is charming, the chefs are fabulous and so experience in cooking syrian or middle eastern food.  The price are sooo cheap.  10000 likes this restaurant.",5,Reviewed 5 November 2013 ,Mozer's
Reen A,Nice Middle East food,"It's nice Middle East food. Good price. The rice price between 
RM 10 - RM 20, the kebab is really delicious. Waittt they have serve churros too. Come and try the food",5,Reviewed 26 October 2013 ,Mozer's
"daniel WShah Alam, Malaysia",Best Ever!,"Our search for good Middle-eastern food is finally over! This place is simply marvellous ....Tried out the followings:1) Grilled Barramundi. The fish is fresh and juicy. Been marinated well and grilled to perfection. 2) Bazilla Lamb. Or rice serve with lamb. The rice is nice, not too dry. Lamb is succulent, simply melt in your mouth.3) green foul with lamb. Delicious.4) drink----> Lemon Nana. Lemon juice with blended mint leaves. Amazing.Food are reasonably priced. Rice with lamb RM15, grilled fish RM25, drink RM4. Eating place,cosy.Show less",5,Reviewed 16 September 2013 ,Mozer's
Moozzy,Mid Eastern Food Like it Is,"With the decor and ambiance of a modern mediteranean restaurant, it gives a modern & casual alfresco dining feel to it. The colour combination and lovely paintings & mirrors of various shapes adorned the place. Normally in Malaysia, mid eastern food = Arabic Food = Lamb / chicken with rice. But that is not the case with Mozer's. I like the part where they serve a combination of everything. Lebanese Bread, Chicken Shwarma, Sheesh kebab, Foul, Hummus w lamb (my personal favourite), Healthy salads (that I find delightful) , falafel, several pasta dish (non mid eastern choice) and the best part, more & more dishes are added like monthly. Did I miss out rice? Well they do have rice of course. A variety of them Mendy Rice, kabsah rice, Iranian rice and makhlouba rice (sorry x sure of exact spelling). Its just that, For me their best product is non rice. At first we thought they are only open at night, what a pleasant surprise when I aproached the lady owner and she informed that they do lunch as well. Food price range from RM6 for a plate of Falafel or for a bowl of Hummus with a basket of bread, to RM20 for Grilled fish (delish!). Drinks? Mint tea of course- fresh mint in the pot just for RM4- a good deal for me & hubby. Yup they hv fruit juice : get the freshly blended one ! My mango juice or was yummy. Do give it a try if you happen to be in the neighbourhood. Am looking forward for Philly & Lamb Shwarma to be added to the menu. ^__^Show less",4,Reviewed 28 December 2012 ,Mozer's
163santoshs,Bak Kut Teh,I like it. It's off the beaten track so try Waze to find it. The bak kut teh is delicious. Typical Klang style. So enjoy.,5,Reviewed 22 December 2020 ,Teluk Pulai Bak Kut Teh
"x96lee26Petaling Jaya, Malaysia", Delicious afternoon lunch 🥰🥰🥰,"Delicious afternoon lunch with tender Bak Kut Teh, so juicy and meaty just nice for a afternoon Sunday late brunch. Lovely meaty melts deliberately into your mouth with gravy that ever tasty and awesome, with herbs and red dates in the soup. Blend with refreshing vegetables, Beancurd and mushroom. The Dry Bak Kut Teh is simply fantabulous with its own flavor and aroma. Show less",5,Reviewed 8 November 2020 ,Teluk Pulai Bak Kut Teh
Soloista-Soul,Very nice soup,Love the soup...very fragrance and nice. The small bone part is the best. The veggie is also very good,4,Reviewed 12 September 2020 ,Teluk Pulai Bak Kut Teh
WolverineXXX,Famous Klang Ba Kut Teh,This was one of the best Ba Kut Teh in Klang but it has gotten so famous that the taste has deteriorated and the price is super expensive if you order the add on(s) which is always recommended. If you never tried Ba Kut Teh and are short on time ... this can be the place to go but if you have time and want to taste better Ba Kut Teh then there are other places in Klang with better flavors and reasonably priced.Show less,3,Reviewed 27 July 2020 ,Teluk Pulai Bak Kut Teh
WolverineXXX,Over rated Klang Bak Kut Teh,"If you say you want to eat Klang Bak Kut Teh, many friends or colleagues will suggest this place. Although when you go there the place is always full...the Bak Kut Teh is just average but the taste and look is authentic. The reason I have it 3 star because it has become commercial therefore everything that you need in the Bak Kut Teh is additional cost. The service is average depending on your luck. The parking is terrible. I wouldn't go to this place nowadays...it is like a restaurant catering for tour bus.If you want a better Teruk Pulai Bak Kut Teh..it is in Puchong behind IOI Boulevard in the same row as the paper wrap Chicken. This Puchong branch serve a more flavorful Ban Kut Teh as well as better service and parking. You don't have to go all the way to Klang to have a great Teluk Pulai Bak Kut Teh..Show less",3,Reviewed 23 December 2019 ,Teluk Pulai Bak Kut Teh
"copycalebKlang, Malaysia",My personal favorite,"I have to highlight the title for this review. 'Personal' here means 'subjective' because bak kut teh is one of the most subjective dishes around. It's not like chicken rice where almost everyone can agree if it's good or bad. When it comes to bak kut teh, the range of preferences for the soup base to the cut of meat is immense. So, for me, I like my soup to be dense and richly flavored, and my meat to have both lean and fat parts, and I like all the other stuff that comes with the claypot - mushrooms, beancurd, etc. So, if this is your type of bak kut teh, then this is the spot. For dry bak kut teh, I suggest elsewhere.Show less",4,Reviewed 9 December 2019 ,Teluk Pulai Bak Kut Teh
Mobile22826146636,Average food,It used to be very good but recent quality drop. Hope the owner can keep up the food quality as of last time.,3,Reviewed 6 November 2019 ,Teluk Pulai Bak Kut Teh
June_c21,Great breakfast to start with,Love the bak kut teh and the taste is just good . We often come here for early breakfast . Staff service okay and overal 7/10,4,Reviewed 4 September 2019 ,Teluk Pulai Bak Kut Teh
