Author,Title,Review,Rating,Dates,Restaurant
"JulesuchenKuala Lumpur, Malaysia",Not to be missed if you are in Kuching,"Bikalan is a quaint pub/restaurant located at the historical town of Siniawan. It has a lovely cowboy feel to it, with its recycled wooden furniture. Andy and Grace are the owners and they are the friendliest couple ever. You will be made very welcomed here and they will greet you like long lost friends. The food served is excellent. Local and western cuisine. The must try is the deep fried ginger pork which is so good! Guinness and Tiger beer are on the tap. If you are a football fan, cheering your team on in Bikalan will be a nice experience as Andy is a Manchester United supporter. Do visit this lovely pub if you are ever wondering where to dine for dinner. You won't regret the journey!Show less",5.0,Reviewed 9 October 2021 ,The Bikalan
lcadel,Old school vibes with modern twists,"This place is just a boat crossing away from our place. Nothing beats good drinking sessions in such a welcoming and layback ambience. Plus the unmatched hospitality you’ll ever get from the friendliest host & hostess. Great foods and service. A must in your bucket list if you ever plan to visit Kuching, Sarawak!Show less",5.0,Reviewed 8 October 2021 ,The Bikalan
Jimmy86TravellerMalaysia,A Bikalan Night to remember!,"So i have been working for past 2 years in Kuching town and heard so much stories about this place in Siniawan. However due to the strict Movement control Order due to C-19, the idea of visiting this area was placed on hold until recently when the contagion is pretty much surpressed. It was a friday night at around 730pm and we were a little hungry and decided to give a go and drove about 30minutes out of Kuching city to this reknowned and ""spoken-of by many"" famous eatery. A friend of mine who knew his way around drove and we ended up in a quiet village and parked our car behind a row of shoplots. We walked through a small alley and to my surprise, there Bikalan stood, smack in the centre at a corner-central shop lot, well-lit with great ambience. There were a few tables of customers (which i assumed were regulars because they all seem to know the owner rather well). So we got ourselves registered (C-19 protocol) and found a nice seat at the entrance by the bar. Then came a Englishman who introduced himself and asked if were here for dinner or drinks. When we told him we were hungry, he stood there and recommended the dishes according to our dietary habits (some vegetarian, some non-beef dishes) but most importantly its his Pork Skin Snack/ tapas! A friend ordered the pork burger and we all just had to dig in our fork for a taste of it and, without any dissappointment, its was DE-LI-CIOUS! We also had other dishes involving egg products and stir fried noodle with vege which was super tasty! Nothing was left on the table and straight into the tummy. (Yes, i did say were hungry, but we are all still food critics despite the hunger, so I am not bias when i say the food was Yummi-licious!)Moving on the the drinks, the girls had wine and we had our beer (stout and estrella), refreshing and just great. The Englishman (i wont disclose his name to you all, so please ask yourselves) who happens to be the owner kept going around checking-in with his customers to get positive and negative feedback and it is great of him to do so. It was rather fun to be able to chat with him and know about how Bikalan came about. We also met his wife, who is so cheerful, happy and living her life at the restaurant and we all had a great time having to get to know each other better and they were great company to our table. It was all laughters and happiness, till the shop has to close due to operating hours restriction SOP. We ended the night with sanitized fist bumps and went home. One day when we are back to be able to have a bigger crowd, we will definately bring more friends and family here. The Bikalan of Siniawan - a hidden gem I must say.Show less",5.0,Reviewed 1 April 2021 ,The Bikalan
Imukruth,Great night!,"I love this bar! Such a homy feel to it. Get to meet the proud owner of Bikalan, Andy and Grace who is so warm and friendly. We had a great night out at Bikalan! Will be coming back again for sure.",4.0,Reviewed 17 February 2021 ,The Bikalan
riderchris,The BEST in Kuching!,"As I've travelled quite extensively in South East Asia, I must say Bikalan is one of my favourite bars that I've been to. Situated just about 25KM from Kuching city, Bikalan is a laid back bar, serving authentic local cuisine and they offer a great range of alcohol/foods to fill up your night. Their food/drinks pricings are quite affordable and we really enjoyed the Bikalan, you don't get this kind of atmosphere anywhere in Malaysia. Imagine having a good draught beer next to a river in a Belian wood shop house in Siniawan's historic main bazaar. The owners (Andy & Grace) are down to the earth person. If you're going there, ask Andy about the history of the place, he would love to explain it to you. Tips: If you're going here, make sure you arrange cab/taxi/grab on your way back in advance. Alternatively, you can stay at the Tian Xia homestay at the night market area. (Just Google it)Show less",5.0,Reviewed 14 September 2020 ,The Bikalan
"willcU5298TVKutampi Kaler, Indonesia",❤️❤️❤️❤️❤️,Absolutely love this place my favourite place in all of Asia to get food and enjoy a nice beer it’s a must visit if you visit Kuching!!! Andy And Grace are so nice I love them ❤️❤️❤️ From William Show less,5.0,Reviewed 31 August 2020 ,The Bikalan
Sethpeli,Awesome place to chill put of town,"Loving the environment, the people there and their locally made Bailey's the best. 

Do try their food too. You can choose from their menu. My personal favorite is the crispy ginger pork and the pork burger. Also the terong asam pork soup.",5.0,Reviewed 13 August 2020 ,The Bikalan
"Tommey89Muara Teweh, Indonesia",the magnificent BIKALAN!,"It was my first visit to Siniawan on 17th July 2020. Thanks to my good friends that recommended The Bikalan to me! I really enjoyed The Bikalan during my 1st night there and I told them that I need a 2nd visit! Yep! We went there again for my last night in Kuching.What I love the most about The Bikalan are the host! Andy and Grace, thanks for the most warm welcome and services! I will always remember The Bikalan as one of the best pub in Kuching. The drinks especially “The Bikalan Bastard”; I must said I’m in love! The ambience, the crowd etc..worry not! I will highly recommend this place to all of my friends here in TripAdvisor and other places to visit The Bikalan. I will come back to Kuching again and visit The Bikalan!Show less",5.0,Reviewed 19 July 2020 ,The Bikalan
Pubman52,Top Pub,"I've become somewhat of a local now at the Bikalan, mine hosts Andy and Grace, their fantastic staff make it all a great visit, the prices for drinks and food are very affordable and with the Old town and view from the outside balcony... magnificent.. best Pub in Kuching!Show less",5.0,Reviewed 13 April 2020 ,The Bikalan
stevenquint,Most original restaurant in the area. Great place.,"I lived near the Siniawan area for 5 years as one of the few Western residents. The opening of the Bikalan was most welcome. A lot of restaurants in the area tend to copycat one another in terms of how their food tastes and how you get served. Well, the Bikalan is definitely original. Their food isn't merely great, it stands out. I am friends with the owners Grace and Andy, after visiting the Bikalan numerous times, and they're super friendly and conversational. They run their restaurant with a positive energy that goes unmatched. Meet them and see for yourself. The live bands and customer service are some of the best I've ever encountered. You won't find this anywhere else in the area. With all this great stuff you'd think it would be expensive, but it's actually a really great deal. I've entertained parties of 10+ people at the Bikalan without straining my wallet. You'll get more in return than what you pay.Show less",5.0,Reviewed 25 March 2020 ,The Bikalan
travelsbp,A 'must visit' if staying anywhere near Kuching.......,"Want somewhere to visit that is totally unique? Serves great food? Has a friendly, welcoming atmosphere? Look no further than the Bikalan. Andy and Grace, the owners, have created something really special here in the heart of the Siniawan Night Market.There is a wonderful choice of food - local dishes or fish and chips if you really fancy it. Ate there four times during our stay in the area and can honestly say that the food we had there was the best of our entire trip. Andy and Grace are such a friendly couple. Nothing is too much trouble and they will help you decide what food to order. They are open six nights a week (Tuesday to Sunday), but if you want the full Siniawan experience, then go on a Friday or Saturday or Sunday. The Bikalan often has a band playing on a Saturday (check their Facebook page) . Give the place a visit. You won't regret it......Show less",5.0,Reviewed 16 March 2020 ,The Bikalan
huhug2020,In the middle of a Siniawan herritage town ,"We have been visiting Bikalan pub and restaurant at several ocations, and we love the athmosphare and live music by local musicians, which performs several weekends every month. The kitchen will serve you excellent food, local & western until late in the evening. This is a place loved by everyone, young or elder, foreign or local.Show less",5.0,Reviewed 16 March 2020 ,The Bikalan
"tracyannsteinerOttawa, Canada",Best place in Siniawan!,"After walking through the beautiful main drag of the Siniawan Night Market, The Bikalan immediately stood out; it was such a beautiful and unique-looking bar so decided to stop by for a drink. Well, one drink turned into a few and we ended up spending close to 3 hours there! The owner, Andy, was such a great guy to chat with - he was super friendly and gave us so many tips on things to see and do in Kuching. He even texted his friend to find out where we could get sheisha in town (we found it, Andy, and it was great - thanks). His wife, Grace, was equally amazing, and it's easy to see why this place is so loved - It's like a local pub, but in the heart of the countryside, where even travelers like ourselves who are just stopping by can feel a sense of home. A definite must if you visit Kuching!Show less",5.0,Reviewed 12 March 2020 ,The Bikalan
"philbo_09Heidelberg, Germany",Probably our best experience in Kuching,"First things first: You should totally go there and meet Andy and Grace! They are such an adorable, warm and welcoming couple, you feel comfortable from the very first moment. They built a pub out of an abandoned house in the center of the small oldtown and they created something beautiful here. They helped us choose something to eat (my girlfriend is a vegetarian) and we loved it. All the ingredients are fresh and local. Surprisingly most dishes are local/asian but you will be able to get your burger-fix here as well. Needless to say the drinks are on the same amazing level. While we initially just wanted to grab something to eat and wait for the nightmarket to get going, we eventually spent the whole night there talking to Andy and Grace. They even called a friend of them to pick us up and drive us back to Kuching when we couldn't find a Grab-Driver (which sadly seems to be quite normal, so maybe find a driver who's willing to wait for you).If you are staying in Kuching try to come out to Siniawan and enjoy the atmosphere even if the nightmarket isn't open. The 40 min drive is totally worth it. I promise you, you won't regret it.Show less",5.0,Reviewed 24 February 2020 ,The Bikalan
Chrisisnthere,The first place I'd go back to in Kuching,"Basically everything is great, the food, drinks and location are all top-notch. Located in the middle of the food market the atmosphere is just great. But most importantly, owners have managed to make the place so welcoming it's almost palpable. For an extremely memorable evening near Kuching, just go here.Show less",5.0,Reviewed 16 February 2020 ,The Bikalan
RisshiShafra,It’s all good!,"Great food at great prices! The burgers are to die for & the local rice wine (Tuak) is something everyone needs to try, caution -highly addictive. Will definitely visit again.Show less",5.0,Reviewed 9 February 2020 ,The Bikalan
"TrueppiKuching, Malaysia","outstanding place, great atmosphere, fresh food, friendly staff, nice owner","Yesterday I had the luck to get to know ""The Bikalan"". This really special pub is located in the middle of the Siniawan night market, just a few minutes ride away from the city. Here you find a place to relax from the city and have a great view over the river and the illuminated street. A bit quiet during the week, but always very busy at the weekend. Use the quiet time to talk to the owners Andy and Grace. They are extremely hospitable and have a lot of interesting things to tell about the history of Siniawan and the restoration of the Bikalan. The food is super delicious, freshly prepared and very authentic (local Malaysia, Bidajuh, Iban) and really worth the price. Even if you've already eaten at the night market, stop for a cold beer - you won't regret it.Show less",5.0,Reviewed 7 February 2020 ,The Bikalan
"MechelengelMechelen, Belgium","If you ain't been here, you're missing out!","We desperately needed to get out of town, so ended up at The Bikalan for the first time. We immediately felt at home from the second we sat down on their brightly painted terrace which sits nicely right by the river. While plying our hungry bellies with the unexpectedly delish local dayak cuisine, we couldn't help but make an instant connection to the Owners of this place, they're just so congenial and accommodating. I'll definitely make time to head up there each time I'm back in town :)Show less",5.0,Reviewed 26 January 2020 ,The Bikalan
sjlouis01,Bikalan,"What a rare find! A true adventure. Located in the heritage town of Siniawan, this jem exudes old world charm with neuvo fun. Amazing atmosphere, great food, the best tuak, gracious hosts...I could go on and on. The Bikalan is a worthy visit again and again.Show less",5.0,Reviewed 5 January 2020 ,The Bikalan
SimonJKe,Excellent pub atmosphere with local influence,Great food both western and local. Owners are passionate about the local history/culture. An overall great experienceShow less,5.0,Reviewed 21 December 2019 ,The Bikalan
Scenic169000,An unexpected gem in Siniawan old town,Came across The Bikalan on a visit to Siniawan and was wonderfully surprised by the welcoming blend of English and Bidayuh hospitality! Enjoyed the fresh Guinness and tasty local cuisine Will definitely visit again!Show less,5.0,Reviewed 15 December 2019 ,The Bikalan
"brunonityaKuching, Malaysia",Great Hospitality and Food,"It was an absolute delight to dine in The Bikalan. It has been our second time here. Host Grace and Andy are an absolute delight and they provide good service and an even better company. We have tried some of their local cuisine and they are simply delicious and reasonable prices. The blend of good local food with local liquor goes really well. Will definitely come back here with more friends and family.Best to get your host to recommend the food and I suggest to go over either on Fri, Sat or Sun for a more hyped weekend. If you prefer a quiet night then the other days work fine.Show less",5.0,Reviewed 15 December 2019 ,The Bikalan
michelpM3017BR,Restaurant ,"Really nice place! Kind owners. The food was great! I will definitely come back, recommend it for everyone. Cozy and nic",5.0,Reviewed 27 October 2019 ,The Bikalan
"stinalissperssLinkoping, Sweden",Cozy bar,A very cozy bar located in the middle of the night market. Good beer and very nice and helpful owners! Show less,5.0,Reviewed 27 October 2019 ,The Bikalan
JennyBwales,"Excellent atmosphere, food and drink.","We were there on the 12th October 2019 for the anniversary party. What a lovely evening of country and western music by an excellent local band. Fantastic food and the only G &T for miles outside Kuching ! Great bar,Show less",5.0,Reviewed 18 October 2019 ,The Bikalan
"Hyun-tae KSeongnam, South Korea",Awesome Place to have Meals & Drinks and a lot of Fun,"It was a very first time my wife, Julia, and I went to Kuching Sarawak together with two other couples from Korea. We all went to Sinawan night market to see the Country Music festival and visited the Bikalan to see our friend and found the place was packed with people. No wonder! The food was so good, especially the veggies & steamed pork and the atmosphere was great! We all liked the pictures hanging up on the walls and the Western style interior design and the works and the great views from the balcony upstairs...The guys had such a wonderful time there and we promised ourselves to come back again next year!Show less",5.0,Reviewed 10 October 2019 ,The Bikalan
"sam gToronto, Canada",Good find,Great bar Owner is super friendly as well as his staff. Great choice of beers and food. With great view of the night market.Show less,5.0,Reviewed 1 October 2019 ,The Bikalan
Tharaka T,The best place in Siniyawan and the best pub in Kuching,I've been there few times with my frinds and this is the best pub I've been in Kuching so far. Food and beer is reasonably cheap. Owner is a very nice guy with great attitude. If you are looking for something cozy with great ambiance I'd say this is the place.Show less,5.0,Reviewed 25 September 2019 ,The Bikalan
Antonio M,Best bar in Siniawan,"The place is run by a local Bidayuh and a British. They gave a wonderful atmosphere to the place. Music, food, and drinks are great. Do not miss The Bikalan and do not miss Siniawan Street on your trip to Kuching.",5.0,Reviewed 15 September 2019 ,The Bikalan
"Mcgov291Dublin, Ireland",Great atmosphere and staff,The Bikalan was a surprise find. Stumbled upon this gem when we went to Siniawak Night market. The night market was closed on Wednesday but Andy bar the Bikalan was open we had lovely food and a few beers and were warmly welcomed by Andy and Grace who made the trip unforgettable. Top night thanks guysShow less,5.0,Reviewed 11 September 2019 ,The Bikalan
Marine D,What a great found in the countryside of Kuching,"Grace and Andy are the type of People that make travelling so special. They are so friendly and welcoming, it was so nice to spend a little bit of time in their pub. The food was also very tasty (you need to try their interpretation of the Kolo Mee, so delicious). Must visit when in Siniawak, you will leave with a warm heart and a full belly.Marine & BrianShow less",5.0,Reviewed 11 September 2019 ,The Bikalan
"johnwatsonbrandahBintulu, Malaysia",Great Bar with Friendly Atmosphere !,One of the best bar in Kuching. Both Andy and Grace are very friendly and will make sure you feel at home. The price for their beers is very cheap and they do serve traditional drinks such as langkau and tuak a must try when you're in Sarawak. A must visit if you are in Kuching and they have a beautiful bar counter made out of Borneo iron wood.Show less,5.0,Reviewed 10 September 2019 ,The Bikalan
"O8982BGcarolinevUtrecht, The Netherlands",Bikalan 👍🏼,"When we visited Kuching, the owner of our homestay took us to this bar. We were warmly welcomed by the owners, Andy and Grace, as if we knew them already. We had a couple of beers and we tried some local drinks, like rice wine. Great atmosphere and genuinely nice people. The nightmarket is must do, and when you are at it get a drink here! Greetings Caroline and KasperShow less",5.0,Reviewed 8 September 2019 ,The Bikalan
najidiMale,The best restaurant bar in Kuching sarawak (Siniawan),"This is my second visit to kuching siniawan and i did not find any better place to go and have a chill drink. Since my first visit i was planning to come back to this beautiful bar in siniawan night market, The Bikalan. The food, bites, and the drinks are really good at bikalan. A huge compliment to the owners Andy & Grace,who trained all the staff so well that they keep treating each and customers so professionally, the smiles of bikalan , the lovely chat with the staff keep us coming back to bikalan every time i visit kuching. One thing i like more about bikalan is the variety of drinks at the bar. I recommend anyone traveling to kuching its a must visit place. I will definitely keepComing back to the bikalan each and every time i visit here.Special thanks to Andy, Grace and all the staffs for giving us an unforgettable memories during this holiday. You guys really brought happiness to many of the visitors come here.Keep up the great work.Looking forward to visit the bikalan again.You are the best in whole sarawak.Show less",5.0,Reviewed 8 September 2019 ,The Bikalan
JamieBush,"A Hidden Gem in Kuching, Sarawak!","You haven't really been to Sarawak if you've never visited Siniawan and you haven't really been to Siniawan if you've never chilled out at The Bikalan! I just love this place. I love the vibes. Great food and drinks. Super friendly husband and wife team, Andy and Grace who own and run the place, they treat each visitor like a family. Very authentic Borneo-ish bar with an English touch, credit to Andy for his flair in interior decoration. My favourite hangout place ever.Show less",5.0,Reviewed 4 September 2019 ,The Bikalan
GraciemlAdelaide,Kuching Must Do,"On our first visit to Kuching we discovered many hidden treasures and right up there amongst the highlights was a surprise visit to Siniwan. Nestled amongst the old shop houses and red lanterns in this vibrant street precinct, we were lucky enough to experience the warmth and hospitality of the Bikalan Bar with its hosts, Andy and Grace.We will long remember an evening spent in the most welcoming atmosphere sharing drinks and conversation with people that you would swear you have known for years. We will be back again next year!!Show less",5.0,Reviewed 1 September 2019 ,The Bikalan
_I6591ZBSouth Korea,Very friendly and tasty place,"This Western style bar & restaurant offer not only several Western style meals but also very tasty Malay-style dishes at quite reasonable price. The owner couple, a senior British gentleman and a local Sarawak lady, offer very warm welcome and also good service too. Relatively 기자 clean facilities, maybe the best, is also plus and also suitable for young children too. We recommend this place to all visitors, especially after Sunset. In the evening, visitors will enjoy not only cooler weather but also beautiful night scenes with a series of red lighting. Two thumbs up강가에 있는 옛 전통 시장 골목인데 맛있는 식당도 많고 안전합니다. 정말 쿠칭에 가면 꼭 가볼만한 곳입니다. 쿠칭에서 차로 약 30분 정도 걸리고 해 떨어진 후에 가면 시원하고 꽤 재미있습니다. 많은 곳 중에서 여기가 가장 깨끗하고 음식도 맛있습니다 ^^Show less",5.0,Reviewed 9 August 2019 ,The Bikalan
sgp0791,The beat things in life stay that way,Definitely the star performing bistro pub in Siniawan night market. Owners Andy and Grace are great friendly hosts who will roam the tables to make sure that you are well taken care of. EPL fans will be happy with the screening of live matches. Interesting antique wall deco pieces which the owners would happily explain their origins. Bikalan's draft beer is a refreshing alternative from the conventional can-beers you typically find in siniawan. And the kitchen can kick up some savory meat and home grown vegetable dishes. And you gotta ask for the complimentary chili dips. Have a good one!Show less,5.0,Reviewed 29 July 2019 ,The Bikalan
"jlawes91Addlestone, United Kingdom",A must visit in Siniawen!,"An extremely welcome find nestled in the historic streets of Siniawen! The perfect place to relax and soak in the ever-so special atmosphere of this town with a beer and lovely food. Grace and Andy are so welcoming and friendly, full of stories and history of the local area and a joy to be around, let alone great fun! I'd highly recommend stopping by, staying a while and finding out for yourself that you may feel like staying a little while longer than planned ; ) I only wish I could come back sooner as I find myself longing for the travels again, plus I can't wait to join in at one of the live music events, but until then best wishes Grace and Andy and cheers to you and to new pals!(Sorry it took so long to write this haha! Better late than never!)Show less",5.0,Reviewed 19 July 2019 ,The Bikalan
Jkeeling19,Class night,"Cheap beer, great food and even greater owners. Couldn’t have asked for nicer hosts. Highly recommended!",5.0,Reviewed 19 July 2019 ,The Bikalan
JenniferC3183,Great food and atmosphere for the whole family,"Siniawan Heritage Town is a very special place- ""a street that time forgot"". Nestled in the heart of Siniawan is the Bikalan, a fantastic bar and restaurant run by the most generous hosts Andy and Grace. The beer is cold and well priced. The food (both local and Western) is delicious and even the kids will find something that they will enjoy. There is also the best beer snacks ever. Well worth the ride from Kuching. Show less",5.0,Reviewed 12 July 2019 ,The Bikalan
David G,Come to Siniawan - and The Bik!,"Discovered this gem of a joint in mid- July this year. Run by the ever-effusive and accommodating Andy and Grace, this terrific, eclectic and welcoming bar is a must-visit if you find yourself in this funky little township half an hour outside the big smoke of Kch.There's a great range of beers on offer from the bargain basement Estrella at 6 ringgit up to more pricey offerings including Heineken and Guinness on tap. Additionally there are awesome cocktails on offer and the local rice wine Tuak is fantastic. All of this is backed up by fantastic range of both local and western cuisine - we can vouch for the fish and chips, great burgers, excellent fried rice and local pork dishes and moreish bar snacks like crispy pork skin and chicken wings and the to-die-for dynamite sticks (pork and cheese in long spicy red chillies wrapped in wonton a deep fried.)Easily the find of the year, The Bik should be on any itinerary to Sarawak.Show less",5.0,Reviewed 10 July 2019 ,The Bikalan
James M,Fantastic evening,"We had an amazing evening at The Bikalan last night and could not recommend it more. The definite highlight of our brief stay in Kuching! Andy and Grace were so welcoming, provided great company and left us with lots of laughs and happy memories. They even helped us get back to Kuching when our taxi driver had left. It is definitely worth the drive..Show less",5.0,Reviewed 10 July 2019 ,The Bikalan
"Seraphine TLondon, United Kingdom",Amazing!!! You have to go!,"Must visit this place. We went as a group of 3 girls and they were so accommodating. Andy and Grace was such amazing hosts. The food was insane, we ended up ordering a round of seconds. You have to try the berry rice wine, sweet rice and the chicken noodles. Would definitely recommend!! It’s about 45 mins from Kuching but definitely worth it to get authentic food and a proper feel of Malaysian village lifestyle. Go on a Friday/Saturday/Sunday!Show less",5.0,Reviewed 2 July 2019 ,The Bikalan
mahli-jb,A little known gem!,A super cool pub in an awesome location not far from Kuching city. Right next to the river which is gorgeous at sunset. Hospitality was amazing and the owners were absolutely lovely. The whole street is certainly a must see in Sarawak!!Show less,5.0,Reviewed 23 June 2019 ,The Bikalan
"claire rKuching, Malaysia",Happy place,"I visited with my kampung friends & heard about the Bikalan so we stopped by. Such a friendly atmosphere & the food was delicious. Grace & Andy made us all so welcome & even quiet Tuesday night, became a big party! We had a fun night & will visit again Show less",5.0,Reviewed 16 June 2019 ,The Bikalan
PM7961,Great Place To Chill,"A great place to chill out. Food's good, drinks' chilled & owners were superb! Folks gota try their unique Bikalan Bast**d cocktail but do be forewarned of the after effect....Had a really fantabulous time with both Andy & Grace. A must-go pub for all who want to have a good time. SJShow less",5.0,Reviewed 16 June 2019 ,The Bikalan
roycezhou,Life of the Town,"The Bakalan has the friendliest vibe, a wonderful bar to relax in when enjoying the Siniawan night markets. Perfectly situated in the middle of the old road. They've just introduced their first cocktail made entirely of local ingredients, delicious and deceptively strong. Highly recommend visiting.",5.0,Reviewed 14 June 2019 ,The Bikalan
erikaccy,Beautiful rustic bar - Highly recommend a visit!,Not very often you'll find a gem like this in the middle of an old township. Very friendly owners. It was a real great night meeting Andy and Grace! Must try their stir-fried potato leaves with ginger - fresh from their own garden. Delish!Will definitely come back again next time I'm in Kuching. xxShow less,5.0,Reviewed 22 May 2019 ,The Bikalan
"39xavierwSri Kembangan, Malaysia",Awesome Bar at Siniawan Old Town,"Awesome Tauke and Taukenio. Great ambience to hang out with your friends to escape busy city life. We ordered Bidayuh delicacies. That was so amazing!. Original Tuak and Roselle Tuak, it’s a must to try here. Socialite had awesome night. Show less",5.0,Reviewed 12 May 2019 ,The Bikalan
Raystel,Raymond Medwynter,Absolutely fabulous enjoyed it emensly recieved and hosted by Andy and Grace made our 4 nights lovely iwith live music great food and lovely comunity spirit a must i recommend it if you get to this part of the world we will definitely be back next year thank you ❤️Show less,5.0,Reviewed 12 May 2019 ,The Bikalan
"CarolynUK06London, United Kingdom",Loved my time here,"We spent 3 nights of fun First Dylan’s birthday celebrations, everyone was so welcoming and great fun Next Raggy from Penang was live and a great musician, adapting to his audience and making s young lad beam from ear to ear for his birthday, great skill And last the band, Raggy and a master musician of a local instrument. All are very memorable nights. Andy and Grace, the hosts, make you feel as though this is your new local and you’ve been going there for years !! And to top it all off great food too - the burger being one of the best I’ve ever tasted keep it up we will be back Carolyn & Chalkie Show less",5.0,Reviewed 9 May 2019 ,The Bikalan
