Author,Title,Review,Rating,Dates,Restaurant
malar8827,yummy food,the place is clean with calm ambiance. the pani puri is excellent. food overall is good. the staff are. very pleasant and friendly,5.0,Reviewed 11 February 2022 ,The Spice Kitchen
ANU54044,Wonderful time .....,I had great time eating delicious food at your restaurant.The waiters were committed to great service and we're very friendly.The atmosphere was awesome and I definitely liked that you have a very classy style.Most important every food and drink on menu tasted great 👍,5.0,Reviewed 10 February 2022 ,The Spice Kitchen
lyk666,Nice place for gathering,"Visited this restaurant today for family gathering of 3.  Nice food, nice environment and helpful service staffs.  Will sure visit again with friends and family.",4.0,Reviewed 9 February 2022 ,The Spice Kitchen
86kal,The spice kitchen,"Nice place, food was good. The service is great. Very tasty and well prepared. Thank you and recommended",5.0,Reviewed 30 January 2022 ,The Spice Kitchen
Me092601,The Spice Kitchen (Murugan Siva Lingam),We had the best time at lunch that I think I’ve ever had. We will definitely be back soon. Thank you.,5.0,Reviewed 30 January 2022 ,The Spice Kitchen
ghejeksnsk,Really good food!,I ordered the lamb and chicken biriyani and an ice milo. The food is really good and the waiters are really friendly :),5.0,Reviewed 30 January 2022 ,The Spice Kitchen
septemberbaby101,Extremely nice food,the food was really good and fresh. would definitely recommend!!!! coming back here again for sure!!,5.0,Reviewed 30 January 2022 ,The Spice Kitchen
Person_anonymous123,DELICIOUS FOOD,Food was nice with excellent service. Amazing desserts. So far I enjoyed the food a lot and the cozy environment.,5.0,Reviewed 23 January 2022 ,The Spice Kitchen
REKHAVENKAT2223,Lunch,"One of our favourite dine in JB.. Cozy environment, friendly staffs and the best part is yummylicious dishes..",5.0,Reviewed 19 January 2022 ,The Spice Kitchen
Roving13559662784,Most Pleasant Environment with First Class Customer Service,"We’ve been given special attention and complimentary mango khulfi dessert when I reserved seat for our wedding anniversary 
Mr. Sumit (Service crew) gave us wonderful dining experience start til we leave. 
Highly recommended for those wants best dining experience",5.0,Reviewed 17 January 2022 ,The Spice Kitchen
Ravin-Naagadev,Birthday dinner,They were providing excellent service and were very satisfied with the food that tasted freshly made. The staffs were also friendly and accommodating making the whole experience more worthwhile.,5.0,Reviewed 16 January 2022 ,The Spice Kitchen
Ninger1010,Nice environment and food,"A very good environment with nice food, suitable for family or friends gathering. Good experience here 😊",5.0,Reviewed 15 January 2022 ,The Spice Kitchen
PappathyRaman,Family lunch,The food taste delicious.. nice place to chill out with family . The fish curry was very nice and something different to try,5.0,Reviewed 15 January 2022 ,The Spice Kitchen
adiebone44,Authentic Indian food,"The food are to die for.they don’t skimmed on ingredient and the taste are authentic.I usually order gobi manchurian,lamb beriyani and chicken butter masala.highly recommended!",5.0,Reviewed 14 January 2022 ,The Spice Kitchen
Richard C,The spice,"Food is nice and the service is professional definitely will be visit again
Staff offer a complimentary dish lovely and after 2 year  finally got chance to visit one of my flavor restaurants",5.0,Reviewed 12 January 2022 ,The Spice Kitchen
PIRITHIGA_08,Feedback,Very nice to eat..superb food.. great lunch for us..Gobi Manchurian was delicious thank you for great service…,5.0,Reviewed 10 January 2022 ,The Spice Kitchen
JSKJSKSS,authentic Indian cuisine,"Ordered briyani and lamb Masala, liked the briyani and the gravy on the side. Meat is delicious and easy to chew.",4.0,Reviewed 9 January 2022 ,The Spice Kitchen
Bonglare,Great food!,"Really great food! They have lovely platters... It's really Worth a try! If you want atas Indian food, I recommend this place!",5.0,Reviewed 9 January 2022 ,The Spice Kitchen
officialrowena,Spice Kitchen Review,"The food and service are both equally good and accommodating! The atmosphere is quiet and calm and allows for long talks with your friends and family. 

Try the Hot Chili Okra while you’re here!",5.0,Reviewed 8 January 2022 ,The Spice Kitchen
Pearlhoo,Great restaurant,This restaurant is spacious and air-conditioned. Serves delicious Indian cuisine. Good service. Great place for a nice meal with friends and family.,4.0,Reviewed 8 January 2022 ,The Spice Kitchen
deonwong3032,Very nice indian food,Authentic Indian Cuisine... Strongly recommended the tandoori chicken and the Mango Lassi. A very good and cosy environment. A must try if u ever drop by jb.,5.0,Reviewed 8 January 2022 ,The Spice Kitchen
penguinsuky,Dinner at Spice Kitchen,Nice environment and good food. Wide variety of food selection. Recommended for family or friends gathering,5.0,Reviewed 8 January 2022 ,The Spice Kitchen
Lukejiat92,Foods were great,Amazing foods and environment. Had a great time here  with friends and family. Definitely will come here next time.,4.0,Reviewed 8 January 2022 ,The Spice Kitchen
Shimin_22,Dinner at Spice Kitchen,This place has good food and the service is excellent too. Highly recommend for Indian cuisine. Environment is very nice too.,5.0,Reviewed 8 January 2022 ,The Spice Kitchen
417uman,Fantastic & Consistently Great!,"We've been going to The Spice Kitchen since 2014. They do excellent North Indian dishes, and fusion of Indian-Chinese-Thai dishes. Very creative, superbly cooked and always fresh. They make the best palak paneer we've ever had and we've tried it all over the world. We also tried Thai-style roast lamb and Sri Lankan sizzling tiger prawns. The prawns were a disappointing portion size even though the taste was great. I would also recommend purchasing their 3-year DCG membership which provides great value for money.Show less",5.0,Reviewed 6 January 2022 ,The Spice Kitchen
hyinglam,Nice restaurant ! Recommend !,"Our family had decided to try out this restaurant. Although we didn't knew how to order, the waiter waited patiently and recommend us a few dishes. All the food is really delicious! All of us are very satisfied!Highly recommend for those who like Indian cuisine!Show less",5.0,Reviewed 5 January 2022 ,The Spice Kitchen
darrennchen1015,This is the best Indian food restaurant I ever had.,"This is the best Indian food restaurant I ever had. Worth to try~ Kebab Platter ,Nasi Brianni, their lamb is epic",5.0,Reviewed 5 January 2022 ,The Spice Kitchen
NezhA2,"Awesome food to spent for my sister’s farewell party in this evening. The people here are friendly, will come again. Tha","Was an awesome evening to spent with family, food was delicious people here are friendly love to come again. Sure will visit again",5.0,Reviewed 4 January 2022 ,The Spice Kitchen
a8803083,Great food great ambience,"Dry cauliflower is delicious , so do chicken masala. 👍🏼 Badham milk and masala tea also very nice to drink",5.0,Reviewed 2 January 2022 ,The Spice Kitchen
Zzz1500,The Spice Kitchen,First time here and had a splendid meal! We ate the recommended food by our waiter and everything was so good and the desserts were extremely filling. Definitely would recommend coming back here✨,5.0,Reviewed 1 January 2022 ,The Spice Kitchen
JohnW2070,Very sumptuous meal at affordable rate with their membership program,"Very sumptuous meal for just over rm100 with their membership program, with a family of 6 in a nice cosy environment, love it",5.0,Reviewed 31 December 2021 ,The Spice Kitchen
iswarank2021,The Spice Kitchen Bukit Indah,Delicious food and excellent service. I recommend Hyderabad chicken biryani and SK fried rice. It was really tasty and spicy,5.0,Reviewed 31 December 2021 ,The Spice Kitchen
Balan03,Good review,The food is awesome everyone can have a try . The staff are very friendly and helpful. There is a lot .,5.0,Reviewed 30 December 2021 ,The Spice Kitchen
navindrak2021,Food review,The food was delicious. Nice environment and the sounds are good . The staff are friendly and helpful.,5.0,Reviewed 30 December 2021 ,The Spice Kitchen
papraba,Delicious food,"The food is excellent, and the environment is elegant and comfortable. We enjoyed our chicken biryani with mango lassi. The staff is friendly.",5.0,Reviewed 28 December 2021 ,The Spice Kitchen
Vannathas,Highly recommended,It’s a great experience.  Amazing food ! Staff are extremely knowledgeable and make great recommendations. One of my favourite restaurant.,5.0,Reviewed 27 December 2021 ,The Spice Kitchen
Ajkalaa,Food review,Excellent service and delicious food. We enjoyed our madras chicken and prawn briyani. Deserves a second visit.,5.0,Reviewed 23 December 2021 ,The Spice Kitchen
fredofs79,delicious 👍🏻,"one of é best place for Indian fusion with a chinese kick, excellent portion & flavouring, superb staff service, definitely worth é visit & more! Lovely 👍🏻",5.0,Reviewed 22 December 2021 ,The Spice Kitchen
NadiaCarolyn,Delicious indian delicacies,"This is our fav restaurant, variety choice to choose from, mouth watering desserts, great ambience good for family gatherings",5.0,Reviewed 22 December 2021 ,The Spice Kitchen
jo_cha,Good dinner place with a good atmosphere,"Good and worthwhile with a wide variety in the menu. I personally liked the Kung Pao chicken,  a must each time we visit this place.",4.0,Reviewed 22 December 2021 ,The Spice Kitchen
Saraviknesh29,Good food,Nice and pleasant environment.. Food is good.. Recommended. Staff is friendly. The portion of food also worthy,5.0,Reviewed 22 December 2021 ,The Spice Kitchen
DassJaya,The spice kitchen,The food was so good and affordable price. Suitable for family gatherings and parties. Their mango kulfi recommended.,5.0,Reviewed 15 December 2021 ,The Spice Kitchen
Darwin2218,Best place for dining,"Enjoyed every morsel of food v ordered......good service and atmosphere, definitely hope to go back.",5.0,Reviewed 15 December 2021 ,The Spice Kitchen
Odyssey68666927337,"If I want to eat Indian food, I’ll come here.","Good place, excellent customer service. Ordered a non spicy Briyani but the food came and it was spicy the waiter changed the whole thing for me. Feels bad but good place to eat Indian food",5.0,Reviewed 15 December 2021 ,The Spice Kitchen
Yugesh_97,Delicious food,"The food was delicious..Kebab is amazing! If something tastes better than you expected, I love the tecture",5.0,Reviewed 14 December 2021 ,The Spice Kitchen
syahmi3663,great food and service,"having great and authentic indian food, taste so good and tasty. surely you will never regret having here.",5.0,Reviewed 14 December 2021 ,The Spice Kitchen
Jm-km123,Food,The food was so nice and friendly customer service. Will come back. Nice to relax after work 😊😊 😊,5.0,Reviewed 13 December 2021 ,The Spice Kitchen
RVJ2905,Good place to try,My family and I enjoyed the signature dish of spicy kitchen which is the sk naan and the badam milk.,4.0,Reviewed 13 December 2021 ,The Spice Kitchen
ccyahidah,3rd times repeated,"The food very delicious, spicy up to our taste. Very nice place to eat with family. Good and very friendly service",5.0,Reviewed 12 December 2021 ,The Spice Kitchen
StomachChia18,Highly recommend,We are here total 5 person. Quiet enviroment and awesome food at a reasonable price.Recommended👍👍👍👍,5.0,Reviewed 12 December 2021 ,The Spice Kitchen
tanseokkuen,Best food in town,We had nice experience in spice kitchen very nice food best place for friends and family dining 😋... very delicious super food very busy restaurant as very food is water from mouth wow very delicious 😋😋,5.0,Reviewed 11 December 2021 ,The Spice Kitchen
faizalio,Get the $35rm promo before it ends this year end.,"Came over after a friend recommended to try here was not disappointed. All dishes was good and tasty . Freshly made nans and dishes amazing.

Good job to rinki",5.0,Reviewed 26 November 2019 ,The Spice Kitchen
Moonilaa,Worth for money..!,Food was so delicious and we take buffet which is really worth for money.. Environments and the service was perfect..,5.0,Reviewed 26 November 2019 ,The Spice Kitchen
rajookanth,Good food ! ,"The services was awesome, the staff are attentive and quick to attend to customers requests and food was delicious",5.0,Reviewed 21 November 2019 ,The Spice Kitchen
Harry0787,Indian Cuisine Restaurant,"Good Ambience, Customer Friendly Staff, Tasty Food for all Indian Cuisine Food Lovers @ JB. Place to visit when you are at JB.",5.0,Reviewed 25 August 2019 ,The Spice Kitchen
RANDOMM2,Indian/thai food,"Excellent Indian cuisine and dining experience. Very spacious ,clean and attenttive staff. 
 We had fried bryani, cheese naan, butter chicken and more. Everything tasted great. Highly recommend",5.0,Reviewed 23 July 2019 ,The Spice Kitchen
"Travelicious_KKuala Lumpur, Malaysia",Decent Indian food ,"Their burnt garlic fried is one of the best dishes we’ve had. It’s something we order every single time we go. They have a variety of dishes you can choose from. If you sign up to become a member, there are some good discounts you get to enjoy. The food is good, although a tad pricey. Service can be slow on a busy day. Show less",4.0,Reviewed 25 June 2019 ,The Spice Kitchen
Malyk777,So expensive but tasty 4/10,"Not need that much expensive 
Food are very expensive about one portion briyani around RM30 plus drink about RM15.99 RM 9,99
Or 8.99, I don’t think so so special about the drinks . Plus service tax and service charges 10%. Not worthy to spend",1.0,Reviewed 2 June 2019 ,The Spice Kitchen
Bill M,"Great food, good service, good prices, plentiful portions.",We had attentive service and excellent food. If ever I'm back in JB I'll come again. I recommend the Cauliflower Manchuri to start and I really enjoyed the Rogan Josh.,4.0,Reviewed 11 May 2019 ,The Spice Kitchen
"vivekparasherSingapore, Singapore",Indian Spice with Chinese Spin,"I have visited this place a few times, there are many positives, and number one is theie ""ever- welcoming"" staff. Kudos to their lead Sumit.Some unique food items we love there are - Chilli Garlic Egg Plant - Absolutely must - it redefines egg plant, Chilli Chicken, Cauliflower Manchurian .. Very competitive price, good quantity and quality.Show less",5.0,Reviewed 9 May 2019 ,The Spice Kitchen
"Sudarsan_PulaSingapore, Singapore",Great stuff @ almost half price for members,"It was found accidentally on the way to one of our usual pitstops(nando's). Items on menu looked very authentic, later on my plate as well. Another good thing is, they do have Chinese and Thai items in their menu. It was a great relief to me as my teenage kids doesn't prefer Indian food all the time, so it helped my wife and myself to choose our preference, and my kids their own.Member's price of food items are very attractive, almost 1/2 price compare to regular price but membership comes with a price. This is the first time I had authentic north indian food in Johar Bharu in last 15 years.* Almost I visit JB with my family once in a month to fulfill our liesure and shopping needs.Show less",4.0,Reviewed 19 April 2019 ,The Spice Kitchen
ekta p,Improved since my last visit,Food quality since 2016 has improved drastically. I enjoyed almost all main course variety this time. Paneer was quite soft and so were other veggies.,4.0,Reviewed 29 August 2018 ,The Spice Kitchen
"JOD72Kuala Lumpur, Malaysia",Good Indian food with friendly service,"Good menu offering Indian and Thai dishes. We have only ever eaten the Indian food, which we have always found to be very good. Good flavours, good variety in options, very tasty. The portions are not huge, but if you eat there as a member it is very good value. Recommended.Show less",4.0,Reviewed 21 August 2018 ,The Spice Kitchen
yan s,Indian and Thai Food in 1 restaurant,Curry Fish Head and Beriani Hyderabad is a must. Different kind of spices and their spicy is in different level (hot & spicy) than other Indian Restaurant that I tried before.Their hot and spicy spices will make you want more.,3.0,Reviewed 7 August 2018 ,The Spice Kitchen
"chanaws786London, United Kingdom",Let down ,"I arrived in JB and took my family for dinner. Not having read earlier reviews I took a chance and here is my feedback1. I had an upset stomach the next day which ruined my vacation2. The food portions were the smallest I have ever seen in my 40 years of eating out3. The price was steep and could not believe I was charged so much for a curry that hardly had two spoons full in it4. The service was sub standard. The waitress was more interested in selling some kind of a Loyalty Club membership which gives diners some kind of a discount 5. Despite requesting mild curry it turned out super spicy - maybe I should pay more attention to the restaurants name This restaurant, with its great location has so much potential if it was run by seasoned managers who really know what it takes to be top class.Show less",1.0,Reviewed 24 July 2018 ,The Spice Kitchen
58gayathrij,Great food and place,Been there many times great indian and western food ...vry nice place for family gathering....and the waiters are very helpfull...,5.0,Reviewed 9 July 2018 ,The Spice Kitchen
SpiceSpy,palatable Biryani,"Recently went with family, had Thalapakattu chicken and mutton biryani,  they serve in  pot accompanied by a splendid gravy and raita. Though little pricey but worth for every penny spent.  I will go again.  

Plus point..ample parking space.  nice ambient and friendly waiters.",4.0,Reviewed 22 June 2018 ,The Spice Kitchen
kianglong81Malaysia,Exclusive Indian food,"If you loves Indian food, this is the place for you. You can have many options in the food menu, from soup, starter, tandoori, omelette, main course, Chinese main course, rice, bread naan, dessert and beverages. Price for food is RM20++ per item in average and price for beverage is RM10++ per item. You able to have a decent meal around RM30 in your wallet.Place here is huge and clean, service here is good. Friendly staffs. Time of food serving is at least 30mins. Food here is delicious, quality is guaranteed. I loves the way they prepare the food. Nicely marinate and nicely cooked. Good job for the chief. This place is suitable for gathering and meal with family. They also have parking space. Give me a like a thumb up if this review is useful for you. Thanks. Show less",5.0,Reviewed 16 June 2018 ,The Spice Kitchen
"foodienandaJohor Bahru, Malaysia","Good good great service ,but could be better","This place has a combination of northern Indian and Thai cuisines. Some of the dishes like the gobi Manchurian, biryani n their tandoor options are their best. I wish their quality control was much better as the taste varies between visits. Deco is industrial and ambience is pretty good. Service is excellent. They have a loyalty program where u pay approx RM 300 for a 3 year membership n u get discounts on mains and appertisers. Must visit in this side of town. Show less",3.0,Reviewed 5 May 2018 ,The Spice Kitchen
"Travelicious_KKuala Lumpur, Malaysia",Mediocre food,A bit disappointed with the food especially after some of the positive reviews which made us want to come here in the first place. They were a bit heavy handed with their spices which was a bit too overpowering for the palette. Their onion pakora was nice. Service was pretty good.Show less,3.0,Reviewed 4 May 2018 ,The Spice Kitchen
"AnuDocPune, India",Great indian food,"We visited this restaurant twice in two days because my parents are vegetarian and don't like Asian food :( but the experience here was great on both visits. Thenservive was 3/5 but food was amazing. Better than most indian restaurants in India. Only issue I saw was the small serving size. Either the food was too tasty that I found the portions too small or it was a strategy to keep the customer wanting more. Whatever it was, we loved the food. The Indian Chinese food was also great.A great experience, my taste buds thanked me profusely after lunch!Show less",5.0,Reviewed 3 April 2018 ,The Spice Kitchen
"Julie MEastbourne, United Kingdom",Great Indian meal,"This was my first visit to The Spice Kitchen and I will return. The range of food is extensive, which made me worry that they didn't specialise to produce good quality food. However, the Indian food I selected was delicious. Only downside was that the service was slow as I had to ask to have my order taken after waiting quite a while. However, the food was worth waiting for. Show less",4.0,Reviewed 30 September 2017 ,The Spice Kitchen
quincyl862,Above average foods,"Tried this cuisine with a group of friends. Foods is just above average, nothing to complain about. The price is very expensive. You can get cheaper food with same food quality elsewhere",4.0,Reviewed 16 September 2017 ,The Spice Kitchen
rameshsji78,Not worth the money,"Food was bland, way too expensive. Definitely an overrated Indian restaurant & not worth your money.",1.0,Reviewed 7 September 2017 ,The Spice Kitchen
amitabhSG,Great Food,"The food variety and quality is good, ideal for a sumptuous filling. Highly recommended for Indian and Indian Chinese cuisine. For  desserts we tried the Mango kulfi but its not that worth, better avoid it.",4.0,Reviewed 6 September 2017 ,The Spice Kitchen
Arvind R,Excellent service and good food,Went there for my lunch .The food was delicious.They provide excellent variety of mocktails.They manage to get the taste of the singapore sling without any liquors.I was served by a waiter named ruvin.He was very friendly and recommended us many things and also gave us opinion becoming a member.Spice kitchen will be choice for my family outing.Show less,5.0,Reviewed 5 August 2017 ,The Spice Kitchen
Thuruvin N,Best indian in town,"We had a dinner few days ago in this restaurant with my friends and everyone enjoy the food and service. Food was very good .. 
Highly recomended...",5.0,Reviewed 4 August 2017 ,The Spice Kitchen
NadiaCarolyn,Spice kitchen for the spice lover ,"Authentic Indian food, delicious and tender Rogan Josh lamb;  after a taste you will be wanting more.  Not forgetting butter masal paneer; creamy and topped with the distinctive taste from the spices simply marvelous.",4.0,Reviewed 16 July 2017 ,The Spice Kitchen
Thanga M,Good food and service ,"Place was nice ,service and hospitality was unexpectedly good : quite a nice varities of food ..naan, and curries was great there ..specialy fish head curry ..amaxing ...we had lunch ..over all good experience ..",5.0,Reviewed 27 June 2017 ,The Spice Kitchen
"moxrazKajang, Malaysia",Nice food experience,Good food and variety choices of cuisine.. the food here very tasty and can choose the level of spiciness according to your tongue.. haha.. only problem is sometimes hardly to get parking lot coz limited parking lot available and avoid peak hour if you want to dine here.. the dining environment very relaxing and good for family dinner.. worth a visit !!Show less,5.0,Reviewed 14 June 2017 ,The Spice Kitchen
"Shantanu74Kota Kinabalu, Malaysia","Pricey affair, not at par with food quality","Food was lacking seasoning ( vegetables in spinach gravy),I found at least 8 pcs of whole red chilly in chicken madras, it was used for tempering but it was way too much , taste was ok, condiments served with papadums were good but mix veg Raita was sweet , which was really like a lassi , cannot be .service was good.Show less",3.0,Reviewed 26 March 2017 ,The Spice Kitchen
Md Jasim U,Best briyani in the city ,"Had a nice briyani and all chinese food is delicious ,portion the serve is big and Heavy for one person!! Staff was good with a smily face and warm welcome !! The food service time is a bit slow but worth for the good food to wait !! Will recommend to all !! ....will be planning to fine there again this weekend !!Show less",5.0,Reviewed 25 March 2017 ,The Spice Kitchen
Xeonks,Nice dinner place,"Food in overall is delicious, environment is nice and romantic. A good place for Indian food. Parking can be found easily right in front the restaurant.",4.0,Reviewed 22 March 2017 ,The Spice Kitchen
"markjack958Kulai, Malaysia","“Very nice dinner, very kind service”","Nice modern decor with a great setup. Excellent Indian food (be careful it can be pretty spicy). very clean plance. Efficient and friendly service.As we are the fans for indian food ,Been to spice kitchen with my family we were four and we ordered fresh Biriyani ,lamb josh and hot chinese soup along with Veg starter (Manchurian gobi) .The service was excellent the ambience is so good that we spent almost three hours .Not to miss indian dessert kesari in the end which is a delight.even when i traveled to india i never had this tasty dessert ....!MJShow less",5.0,Reviewed 9 March 2017 ,The Spice Kitchen
Alagu S,The best indian restaurant in malaysia...,"Good food,,specially briyani and tandoor dishes....restaurant was very busy even though the staff were very attentive...my kids also loved the food....will visit again soon...highly recommended...",5.0,Reviewed 27 February 2017 ,The Spice Kitchen
"acerockollaJohor Bahru, Malaysia",Consistently Great Food,"Our first visit to The Spice Kitchen for many months and a pleasant surprise to find it still so busy, still with really good service at fair prices and fantastic food. My Wife and I, could not finish what we were given because the servings are so healthy. But we brought it home and our Daughter enjoyed what was left. So superb value, superb food and superb service. Most places in Johor come and limp along with varying degrees of quality and service. The Spice Kitchen just sits solidly at the top of the tree visit after visit.Show less",5.0,Reviewed 26 February 2017 ,The Spice Kitchen
Annsilia,Love the Briyani!!,Just love the briyani served at this place. My all time favourite place for briyani. Just love it !! will go again,5.0,Reviewed 15 February 2017 ,The Spice Kitchen
"dac546Iskandar Puteri, Malaysia",Not worth the price ,"This restaurant is located opposite Tesco , in Wisma sp Setia . The food is mostly pre-cooked and served out fast. For 2 Pax, rice plus 3 dishes , plus 2 drinks, sets you back for RM 130-140 incl GST. Fine dining price with disappointingly tasting food . The name is spice - but you won't taste the authentic Indian spices . Even the chicken tikka / masala tasted like pre heated dish . Not worth the price - trust me , you will be disappointed - unless they change their food quality .Hard earned money conned. Enough said. Show less",2.0,Reviewed 13 February 2017 ,The Spice Kitchen
"jmananSingapore, Singapore",Good food but poor management,We visited this restaurant for dinner due to proximity to the place we were shopping around the dinner time.It has minimalist but tasteful decor. Food taste was good (except dal on the edge of salty)Quantity was average and staff was polite however I am only rating this at 3 star due to the fact that our food was served 45 minutes after the order being taken and that too after my wife personally went to the kitchen counter after we had already checked about our food couple of times with waiters.When she personally she to the counter and asked she was told that palak paneer is over and they can't serve it but no one came to us till that point to ask an alternate and only when we asked they mentioned this issue. Absolutely poor management.Our dinner was served in 10-15 minutes after this. staff was polite and surprisingly they served us Palak paneer(?)It could be that it was a public holiday and they were overwhelmed with the guests but that doesn't explain absence of communication and replies on repeated enquiry about our order after 30-40 minutes Wait.Would think twice before recommending or visiting again mainly due to poor management and service.Show less,3.0,Reviewed 5 February 2017 ,The Spice Kitchen
